record_id1	record_id2	latitude	longitude	altitude_m	capture_hour	capture_minute	common_name	alpha4	genus	species	subspecies	gen_species	alpha6	indvid_id	band_pre	band_suff	Sex	age_class	age_year	mass_g	fat_score	Include	time_b1_min	time_b2_min	time_b3_min	time_b4_min	time_b5_min	time_b6_min	time_b7_min	b1_cort	b2_cort	b3_cort	b4_cort	b5_cort	b6_cort	b7_cort	base_cort	max_cort	time_to_max	day	month	year	date	doy	season	breed_state
1003594	2935	-33.49045	-70.88527	495.00000	10	46	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			477	male	AHY		21.4	0		3	6	10	34	63			8.32	25.05	60.92	74.83	84.9			8.32	84.9	63	12	10	2005	10/12/05	285		
1003684	2959	-33.49045	-70.88527	495.00000	13	10	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			702	male	AHY		21	0.5		1	5	10	30				1.88	16.69	88.33	64.35				1.88			24	10	2005	10/24/05	297		
1003686	2961	-33.49045	-70.88527	495.00000	14	12	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			1040	male	AHY		22.2	2		1	5	10	30	60			5.75	30.97	63.9	62.56	28.22			5.75	63.9	10	24	10	2005	10/24/05	297		
1003685	2960	-33.49045	-70.88527	495.00000	15	18	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			192	male	AHY		21.5	1		1	5	10	30	60			22.81	44.19	17.68	73.1	55.17			22.81	73.1	30	24	10	2005	10/24/05	297		
1003693	2968	-33.49045	-70.88527	495.00000	11	30	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			677	male	AHY		21.3	2		1.833333333	5	9.5	35.5	59.5			6.22	3.23	16.43	40.63	66.31			6.22	66.31	59.5	25	10	2005	10/25/05	298		breeding
1003691	2966	-33.49045	-70.88527	495.00000	13	6	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			809	male	AHY		23.1	2		1.5	5	10	30	60			4.78	12.09	24.76	32.93	28.9			4.78	32.93	30	25	10	2005	10/25/05	298		breeding
1003688	2963	-33.49045	-70.88527	495.00000	13	16	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			562	male	AHY		21.2	2		2	5	10	60				17.03	3.87	24.78	41.15				17.03	41.15	60	25	10	2005	10/25/05	298		breeding
1003689	2964	-33.49045	-70.88527	495.00000	13	16	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			163	male	AHY		22.2	2		2	5	10	30	60			2.51	15.24	50.65	83.36	88.84			2.51	88.84	60	25	10	2005	10/25/05	298		breeding
1003690	2965	-33.49045	-70.88527	495.00000	13	26	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			497	female	AHY		22.9	1.5		1	5	10	30	60			7.82	8.58	10.22	45.92	40.98			7.82	45.92	30	25	10	2005	10/25/05	298		
1003687	2962	-33.49045	-70.88527	495.00000	13	27	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			247	female	AHY		20.5	2		2	5	10	30	60			2.8	3.87	9.3	34.35	54.11			2.8	54.11	60	25	10	2005	10/25/05	298		
1003692	2967	-33.49045	-70.88527	495.00000			Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			447	male	AHY					1	5	10	30	60			7.19	16.68	13.55	23.3	57.98			7.19	57.98	60	25	10	2005	10/25/05	298		
1003676	2951	-33.36115	-70.30525	2278.00000	11	58	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP	RUFS-M1		875	female	AHY		25.8	2.5		3	5	10	30	60			1.52	9.41	29.16	50.24	46.64			1.52	50.24	30	22	10	2005	10/22/05	295		breeding
1003675	2950	-33.36115	-70.30525	2278.00000	12	8	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			67	male	AHY		20.9	2		3	6	11	30	60			2.8	18.38	25.36	65.59	102.47			2.8	102.47	60	22	10	2005	10/22/05	295		breeding
1003677	2952	-33.36115	-70.30525	2278.00000	10	14	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			155	female	AHY		21	1		2	5	10	33	60			4.6	23.28	34.72	87.01	143.01			4.6	143.01	60	23	10	2005	10/23/05	296		pre-breeding
1003681	2956	-33.36115	-70.30525	2278.00000	11	37	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			178	male	AHY		24	1		3	5	10	32	60			7.18	21.21	43.32	80.65	82.54			7.18	82.54	60	23	10	2005	10/23/05	296		breeding
1003682	2957	-33.36115	-70.30525	2278.00000	11	46	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			170	female	AHY		26	3		1.166666667	5	10	29.5	59.5			7.68	25.07	31.26	65.63	60.14			7.68	65.63	29.5	23	10	2005	10/23/05	296		
1003680	2955	-33.36115	-70.30525	2278.00000	12	19	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			620	male	AHY		23	1.5		3	5	10	34	60			7.05	16.99	32.51	76.4	79.55			7.05	79.55	60	23	10	2005	10/23/05	296		breeding
1003678	2953	-33.36115	-70.30525	2278.00000	12	55	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			140	female	AHY		21.9	3		0.540277778	5	10	30	60			2.42	7.69	17.11	27.77	31.63			2.42	31.63	60	23	10	2005	10/23/05	296		
1003683	2958	-33.36115	-70.30525	2278.00000	13	47	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			610	male	AHY		26.2	2.5		2	5	11	30	60			3.95	13.86	27.4	82.52	48.96			3.95	82.52	30	23	10	2005	10/23/05	296		
1003679	2954	-33.36115	-70.30525	2278.00000	14	51	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			168	male	AHY		22.5	1		3	5	10	31	60			6	18.15	32.83	99.66	79.43S			6	99.66	31	23	10	2005	10/23/05	296		breeding
1003674	2949	-33.36025	-70.29162	2395.00000	15	23	Rufous-collared Sparrow	RCOS	Zonotrichia	capensis		Zonotrichia capensis 	ZONCAP			107	male	AHY		23.1			3	6	10	30	60			4.63	9.57	34.34	66.99	69.48			4.63	69.48	60	22	10	2005	10/22/05	295		
1002706	1858	-0.67827	-90.47451	864.00000	6	10	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-4						12	0		0.5	5	20	60				3.4	18.5	47.3	39.9				3.4	47.3	20	28	5	1999	5/28/99	148		
1002708	1859	-0.67827	-90.47451	864.00000	6	19	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-5						11.5	0		0.5	5	20	60				3.9	13.4	10.4	81.4				3.9	81.4	60	28	5	1999	5/28/99	148		
1002709	1860	-0.67827	-90.47451	864.00000	6	36	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-6							0		0.5	5	20	60				3.3	4.2	8.7	26.3				3.3	26.3	60	28	5	1999	5/28/99	148		
1002382	2608	-0.64821	-91.11517	13.10643	7	3	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-08			female			1680			1	5	10	30				1.71	4.62	6.81	6.11				1.71			11	5	1998	5/11/98	131		
1002384	2609	-0.64821	-91.11517	13.10643	7	22	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-10			male			2460			1	5	10	30				4.49	76.97	5.88	15.65				4.49			11	5	1998	5/11/98	131		
1002386	2611	-0.64821	-91.11517	13.10643	7	58	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-12			male			2650			1	5	10	30				4.58	1.69	3.24	5.64				4.58			11	5	1998	5/11/98	131		
1002387	2612	-0.64821	-91.11517	13.10643	8	1	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-13			female			1780			1	5	10	30				1.85	2.23	8.19	17.54				1.85			11	5	1998	5/11/98	131		
1002388	2613	-0.64821	-91.11517	13.10643	8	23	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-14			female						2							3.67							3.67			11	5	1998	5/11/98	131		
1002389	2614	-0.64821	-91.11517	13.10643	8	33	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-15			male			2630			1	5	10	30				1.42	1.74	2.21	7.4				1.42			11	5	1998	5/11/98	131		
1002391	2616	-0.64821	-91.11517	13.10643	9	38	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-17			female			1750			4							41.45										11	5	1998	5/11/98	131		
1002392	2617	-0.64821	-91.11517	13.10643	9	51	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-18			female			1930			2							2.06							2.06			11	5	1998	5/11/98	131		
1002390	2615	-0.64821	-91.11517	13.10643			Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-16						1310			5							19.12										11	5	1998	5/11/98	131		
1002393	2618	-0.64821	-91.11517	13.10643			Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-19									5	10	30					97.54	8.9	10.57								11	5	1998	5/11/98	131		
1002394	2619	-0.64821	-91.11517	13.10643			Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-20									5	10	30					1.83	1.86	4.22								11	5	1998	5/11/98	131		
1002637	2623	-0.64821	-91.11517	13.10643	5	47	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-06			female			1880			1	5	10	30				4.3	1.5	1.7	10.2				4.3			24	5	1999	5/24/99	144		
1002638	2624	-0.64821	-91.11517	13.10643	5	54	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-07			female			1770			1	5	10	30				7.5	3.6	3.7	7.3				7.5			24	5	1999	5/24/99	144		
1002639	2625	-0.64821	-91.11517	13.10643	6	13	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-08			male			2000			1	23	30					2.6	10	18					2.6			24	5	1999	5/24/99	144		
1002640	2626	-0.64821	-91.11517	13.10643	6	13	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-09			male			2400			6	23	30					2.5	5.4	27.6								24	5	1999	5/24/99	144		
1002641	2627	-0.64821	-91.11517	13.10643	6	49	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-10			male			2120			1	5	10	30				1.8	2	4.4	4.6				1.8			24	5	1999	5/24/99	144		
1002642	2628	-0.64821	-91.11517	13.10643	6	49	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-11			female			1990			5	10	30					3.7	5.6	4								24	5	1999	5/24/99	144		
1002643	2629	-0.64821	-91.11517	13.10643	8	12	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-12			male			2090			1	5	10	30				45.5	28.9	384.3	80.9				45.5			24	5	1999	5/24/99	144		
1002644	2630	-0.64821	-91.11517	13.10643	8	34	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-13			female			1970			1	8	13	30				6.3	2.1	8.6	19.2				6.3			24	5	1999	5/24/99	144		
1002645	2631	-0.64821	-91.11517	13.10643	8	54	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-14			male			2350			1	6	10	30				1.7	8.6	5.4	8.8				1.7			24	5	1999	5/24/99	144		
1002613	2122	-0.38000	-91.53000	4.57201	11	50	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-01						2900			0.5	4.166666667	9.5	29.5				8.1	17	37.8	50.1				8.1			22	5	1999	5/22/99	142		
1002614	2123	-0.38000	-91.53000	4.57201	11	51	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-02						2825			0.5	6.166666667	9.166666667	29.16666667				12	11.6	20.7					12			22	5	1999	5/22/99	142		
1002617	2126	-0.38000	-91.53000	4.57201	12	7	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-05			female			3800			0.5	4.6	10	29.6				11.8	29.5	51.9	83.3				11.8			22	5	1999	5/22/99	142		
1002618	2127	-0.38000	-91.53000	4.57201	12	9	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-06			male			2630			0.5	5	10	30				4.9	17.4	44.8	73.6				4.9			22	5	1999	5/22/99	142		
1002615	2124	-0.38000	-91.53000	4.57201	13	40	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-03			female			2770			0.5	4.333	9.333333333	29.33333333				3.2	6.9	16.4	57.2				3.2			22	5	1999	5/22/99	142		
1002616	2125	-0.38000	-91.53000	4.57201	14	0	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-04			male			2675			0.5	5	9.6	30				11.7	35.7	31.2	101.3				11.7			22	5	1999	5/22/99	142		
1002619	2128	-0.38000	-91.53000	4.57201	17	33	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-07			male			2560			0.5	7	9.4	29.4				3.1	3.1	5.8	54.1				3.1			22	5	1999	5/22/99	142		
1002620	2129	-0.38000	-91.53000	4.57201	17	33	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-08			male			2600			0.5	5	10	27				1.9	7.5	28.6	36.9				1.9			22	5	1999	5/22/99	142		
1002621	2130	-0.38000	-91.53000	4.57201	17	44	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-09			female			4200			0.5	5	10	30				1.8	4.6	23	44.8				1.8			22	5	1999	5/22/99	142		
1002746	2633	-0.38000	-91.53000	4.57201	16	24	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-2			female			1700			4.5	6.5	9.5	29.5				2	4.6	2.9	20.6							23	5	1999	5/23/99	143		
1002628	2620	-0.38000	-91.53000	4.57201	16	38	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-3			male			2320			0.5	5	10	30				3.6	4.2	4.6	20.9				3.6			23	5	1999	5/23/99	143		
1002629	2621	-0.38000	-91.53000	4.57201	17	0	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-4						2850			0.5	5	10	30				4.6	3.9	2	10.4				4.6			23	5	1999	5/23/99	143		
1002630	2622	-0.38000	-91.53000	4.57201	17	2	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-5			male			2450			0.5	5	17	30				2.8	5.2	5.8	2.9				2.8			23	5	1999	5/23/99	143		
1002362	2107	-0.26714	-91.46553	20.42164	14	26	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-01						4300			1	5	10	30	60			0.99	5.46	20.65	45.28	53.96			0.99	53.96	60	9	5	1998	5/9/98	129		
1002363	2108	-0.26714	-91.46553	20.42164	14	26	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-02						4000			1	5	10	30	60			2.07	12.4	13.2	107.6	64.5			2.07	107.6	30	9	5	1998	5/9/98	129		
1002364	2109	-0.26714	-91.46553	20.42164	14	26	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-03			female			2700			1	5	10	30	60			22.6	52.9	21.3	60.5	48.7			22.6	60.5	30	9	5	1998	5/9/98	129		
1002365	2110	-0.26714	-91.46553	20.42164	14	26	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-04						4150			1	5	10	30				2.1	15.2	22.9	61.7				2.1			9	5	1998	5/9/98	129		
1002366	2111	-0.26714	-91.46553	20.42164	15	3	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-05						4000			1	5	10	30				2.69	16.5	21.7	49.6				2.69			9	5	1998	5/9/98	129		
1002367	2112	-0.26714	-91.46553	20.42164	6	3	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-06						2500			5							39.5										10	5	1998	5/10/98	130		
1002368	2113	-0.26714	-91.46553	20.42164	6	3	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-07						2500			1							4.8							4.8			10	5	1998	5/10/98	130		
1002369	2114	-0.26714	-91.46553	20.42164	6	3	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-08						3400			1	5	10	30				6.7	24	63	61.6				6.7			10	5	1998	5/10/98	130		
1002370	2115	-0.26714	-91.46553	20.42164	6	12	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-09						3700			1	5	10	30				7.6	22.3	102	51.6				7.6			10	5	1998	5/10/98	130		
1002371	2116	-0.26714	-91.46553	20.42164	6	20	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-10						2750			5							64.3										10	5	1998	5/10/98	130		
1002372	2117	-0.26714	-91.46553	20.42164	6	21	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-11						3650			1	5	10	30				4.3	84.2	44.2	62.4				4.3			10	5	1998	5/10/98	130		
1002373	2118	-0.26714	-91.46553	20.42164	8	53	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-12						2760			1	5						2.2	7.8						2.2			10	5	1998	5/10/98	130		
1002374	2119	-0.26714	-91.46553	20.42164	10	29	Flightless Cormorant	FLCO	Nannopterum	harrisi		Nannopterum harrisi 	NANHAR	FLCO-13						3600			1	5	10	30				4.9	57.3	23	78.3				4.9			10	5	1998	5/10/98	130		
1002375	2601	-0.26714	-91.46553	20.42164	7	3	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-01						1670			1							4.6							4.6			10	5	1998	5/10/98	130		non-breeding
1002376	2602	-0.26714	-91.46553	20.42164	7	29	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-02						1570			8							18.33										10	5	1998	5/10/98	130		
1002377	2603	-0.26714	-91.46553	20.42164	8	21	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-03						2550			2	10	30					2.03	1.48	7.54					2.03			10	5	1998	5/10/98	130		
1002378	2604	-0.26714	-91.46553	20.42164	16	18	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-04			male			2530			1	5	10	30				1.17	1.39	5.49	6.79				1.17			10	5	1998	5/10/98	130		
1002379	2605	-0.26714	-91.46553	20.42164	16	20	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-05			female			1581			1	5	10	30				5.03	12.08	13.35	53.17				5.03			10	5	1998	5/10/98	130		
1002380	2606	-0.26714	-91.46553	20.42164	16	54	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-06			male			1950			3	5	10	30				23.63	102.3	6.22	9.77				23.63			10	5	1998	5/10/98	130		
1002381	2607	-0.26714	-91.46553	20.42164	17	0	Galapagos Penguin	GPEN	Spheniscus	mendiculus 		Spheniscus mendiculus  	SPHMEN	GAPE-07			female			1570			4	30						8.06	234.9									10	5	1998	5/10/98	130		
1002398	1847	-0.17889	-90.64778	21.64084	7	2	Medium Ground Finch	MGFI	Geospiza	fortis		Geospiza fortis 	GEOFOR	MEGR-1						22.5	2		1.5	5	10	30	60			6.01	16.48	25.61	53.74	55.71			6.01	55.71	60	14	5	1998	5/14/98	134		
1002684	1882	-0.17889	-90.64778	21.64084	16	51	Cactus Finch	CACF	Geospiza	scandens		Geospiza scandens 	GEOSCA	CAFI-1			female			21	0.5		0.5	5	10	30	60			15.1	4.2	17.2	39.6	32.1			15.1	39.6	30	28	5	1999	5/28/99	148		breeding
1002697	1848	-0.17889	-90.64778	21.64084	15	58	Medium Ground Finch	MGFI	Geospiza	fortis		Geospiza fortis 	GEOFOR	MGFI-1						20	1.5		1	5	10	30	60			2.5	3.6	7.9	24.6	43.3			2.5	43.3	60	28	5	1999	5/28/99	148		
1002710	1861	-0.17889	-90.64778	21.64084	15	34	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-7				HY		13	2		0.5	5	20	60				2.3	2.7	23.9	9.2				2.3	23.9	20	28	5	1999	5/28/99	148		
1002711	1862	-0.17889	-90.64778	21.64084	15	38	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-8			female			15	2.5		0.5	5	20	60				9.4	12.6	10.8	26.7				9.4	26.7	60	28	5	1999	5/28/99	148		
1002712	1863	-0.17889	-90.64778	21.64084	15	43	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-9			male			13	1.5		0.5	5	20	60				1.8	2.8	13.4	35.3				1.8	35.3	60	28	5	1999	5/28/99	148		
1002713	1864	-0.17889	-90.64778	21.64084	16	11	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-10			female			13	1.5		0.5	5	20	60				1.5	5.6	3.7	11.4				1.5	11.4	60	28	5	1999	5/28/99	148		
1002714	1865	-0.17889	-90.64778	21.64084	16	46	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-11			male			15	1		1	5	20	60				2.1	2.5	8.6	12.6				2.1	12.6	60	28	5	1999	5/28/99	148		
1002715	1866	-0.17889	-90.64778	21.64084	17	4	Small Ground Finch	SGFI	Geospiza	fuliginosa		Geospiza fuliginosa 	GEOFUL	SGFI-12						15	1.5		0.5	5	20	60				2.7	6.2	16.6	35.3				2.7	35.3	60	28	5	1999	5/28/99	148		
1002297	2899	0.32196	-89.95523	12.19202	7	10	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-1						118	0		2	5	10	30	60			2.58	6.21	10.2	21.48	40.39			2.58	40.39	60	7	5	1998	5/7/98	127		
1002298	2900	0.32196	-89.95523	12.19202	7	14	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-2						66	3		1	5	10	30	60			4.82	16.09	40.05	49.12	60.34			4.82	60.34	60	7	5	1998	5/7/98	127		
1002299	2901	0.32196	-89.95523	12.19202	7	19	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-3						78	2		1	5	10	30	60			2.11	3.89	10.43	39.45	63.76			2.11	63.76	60	7	5	1998	5/7/98	127		
1002300	2902	0.32196	-89.95523	12.19202	16	37	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-4				HY		80	0.5		3	5	10	30	60			1.87	6.34	17.41	44.47	44.46			1.87	44.47	30	7	5	1998	5/7/98	127		
1002301	2903	0.32196	-89.95523	12.19202	16	40	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-5				HY		84	0		2	5	10	30	60			5.33	12.57	31.98	83.52	31.46			5.33	83.52	30	7	5	1998	5/7/98	127		
1002302	2904	0.32196	-89.95523	12.19202	16	48	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-6				AHY		105	0		1	5	10	30				6.04	8.84	14.22	43.77				6.04			7	5	1998	5/7/98	127		
1002303	2905	0.32196	-89.95523	12.19202	16	59	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-7				HY		75	1.5		1	5	10	30	60			2.8	4.46	9.58	31.04	72.93			2.8	72.93	60	7	5	1998	5/7/98	127		
1002304	2906	0.32196	-89.95523	12.19202	17	8	Galapagos Dove	GADO	Zenaida	galapagoensis		Zenaida galapagoensis 	ZENGAL	GADO-8						105	2.5		2	5	10	30	60			7.19	16.36	28.19	32.83	37.11			7.19	37.11	60	7	5	1998	5/7/98	127		
1002307	2139	0.32196	-89.95523	12.19202	8	40	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-3						54	0		3	5	30	60				5.59	8.64	26.65	11.24				5.59	26.65	30	7	5	1998	5/7/98	127		
1002312	2144	0.32196	-89.95523	12.19202	8	42	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-4							0		1	5	10	30	60			8.73	11.76	21.3	32.68	25.86			8.73	32.68	30	7	5	1998	5/7/98	127		
1002309	2141	0.32196	-89.95523	12.19202	8	43	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-5						59	0		1	5	10	30	60			4.92	9.91	17.1	39.97	35.55			4.92	39.97	30	7	5	1998	5/7/98	127		
1002308	2140	0.32196	-89.95523	12.19202	9	13	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-7						54	0		1	5	10	30	60			5.87	9.93	16.22	27.95	24.81			5.87	27.95	30	7	5	1998	5/7/98	127		
1002311	2143	0.32196	-89.95523	12.19202	9	13	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-6						62	0		1	5	10	30	60			4.67	5.54	12.15	80.51	35.71			4.67	80.51	30	7	5	1998	5/7/98	127		
1002306	2138	0.32196	-89.95523	12.19202	9	30	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-8						53	0		3	5	10	30	60			3.59	4.82	11.36	15.02	19.38			3.59	19.38	60	7	5	1998	5/7/98	127		
1002310	2142	0.32196	-89.95523	12.19202	16	13	Galapagos Mockingbird	GAMO	Nesomimus	parvulus		Nesomimus parvulus 	NESPAR	GAMO-1						61	2		2	5	10	30	60			3.93	8.22	15.6	24.17	10.46			3.93	24.17	30	7	5	1998	5/7/98	127		
